Accident_Index,Date,Time,Road_Class,Road_Type,Speed_limit,Junction_Detail,Light_Conditions,Weather_Conditions,Road_Surface_Conditions
A201201BS70001,2012-01-19,20:35:00,3,6,30,6,4,1,1
A201201BS70002,2012-01-04,17:00:00,4,6,30,3,4,1,1
A201201BS70003,2012-01-10,10:07:00,3,2,30,6,1,1,1
A201201BS70006,2012-01-19,07:30:00,3,6,30,6,4,2,2
A201201BS70010,2012-01-07,13:55:00,6,2,30,3,1,1,1
A201201BS70011,2012-01-04,19:40:00,5,6,30,3,4,2,2
A201201BS70013,2012-01-01,05:05:00,3,6,30,6,4,1,2
A201201BS70018,2012-01-04,20:40:00,6,6,30,3,4,2,2
A201201BS70019,2012-01-07,23:00:00,3,6,30,6,4,1,1
A201201BS70022,2012-01-12,16:02:00,3,6,30,6,1,1,1
A201201BS70024,2012-01-09,08:37:00,3,6,30,8,1,1,1
A201201BS70025,2012-01-16,19:03:00,5,6,30,3,4,1,1
A201201BS70026,2012-01-17,09:01:00,4,6,30,0,1,1,1
A201201BS70027,2012-01-06,12:20:00,3,6,30,3,1,1,1
A201201BS70035,2012-01-18,06:40:00,3,6,30,3,4,2,2
A201201BS70039,2012-01-29,16:00:00,6,6,30,3,1,1,1
A201201BS70044,2012-02-02,14:39:00,5,6,30,6,1,1,1
A201201BS70045,2012-02-03,10:28:00,5,6,30,3,1,1,1
A201201BS70046,2012-01-31,19:25:00,5,6,30,3,4,1,1
A201201BS70048,2012-02-03,17:45:00,6,6,30,0,4,1,1
A201201BS70052,2012-02-01,09:00:00,3,6,30,3,1,1,1
A201201BS70053,2012-02-04,10:40:00,4,6,30,6,1,1,1
A201201BS70054,2012-01-31,15:45:00,3,6,30,3,1,1,1
A201201BS70056,2012-01-30,15:00:00,3,6,30,6,1,1,1
A201201BS70057,2012-01-29,15:00:00,3,6,30,0,1,1,1
A201201BS70058,2012-02-03,22:20:00,5,6,30,3,4,8,4
A201201BS70059,2012-02-09,10:25:00,3,6,30,3,1,1,1
A201201BS70064,2012-01-29,19:25:00,3,6,30,8,4,1,1
A201201BS70065,2012-02-07,18:40:00,3,2,30,7,4,8,1
A201201BS70066,2012-02-09,14:40:00,3,6,30,6,1,1,1
A201201BS70067,2012-01-21,09:45:00,3,6,30,0,1,1,1
A201201BS70068,2012-02-11,15:20:00,3,3,30,6,1,1,1
A201201BS70069,2012-02-10,11:45:00,3,6,30,3,1,1,1
A201201BS70070,2012-02-11,19:55:00,3,6,30,0,4,1,1
A201201BS70071,2012-02-08,06:14:00,3,6,30,6,1,8,2
A201201BS70072,2012-02-07,19:25:00,3,6,30,6,4,1,1
A201201BS70078,2012-02-16,12:36:00,3,3,30,3,1,1,1
A201201BS70079,2012-02-16,16:30:00,3,6,30,3,1,1,1
A201201BS70083,2012-02-14,20:20:00,3,6,30,3,4,1,1
A201201BS70084,2012-02-20,15:45:00,3,3,50,1,1,1,1
A201201BS70085,2012-02-12,00:49:00,3,6,30,3,4,1,1
A201201BS70086,2012-02-18,23:30:00,6,6,30,6,4,1,1
A201201BS70087,2012-02-23,08:51:00,5,3,30,6,1,1,1
A201201BS70088,2012-02-13,23:00:00,3,1,30,1,4,1,1
A201201BS70089,2012-02-16,16:00:00,3,6,30,3,1,1,1
A201201BS70090,2012-02-19,14:14:00,3,1,30,1,1,1,1
A201201BS70091,2012-02-22,08:45:00,3,6,30,3,1,1,1
A201201BS70093,2012-02-26,02:35:00,5,6,30,6,4,1,1
A201201BS70094,2012-02-04,20:08:00,6,6,30,0,4,1,1
A201201BS70097,2012-02-21,09:20:00,3,6,30,0,1,1,1
A201201BS70098,2012-02-27,08:05:00,3,6,30,3,1,1,1
A201201BS70101,2012-02-24,09:45:00,4,6,30,6,1,1,1
A201201BS70105,2012-02-29,19:10:00,3,6,30,6,4,1,1
A201201BS70106,2012-01-17,17:10:00,3,3,30,3,4,1,1
A201201BS70109,2012-03-05,09:43:00,3,6,30,3,1,1,1
A201201BS70112,2012-03-06,23:00:00,3,6,30,6,4,1,1
A201201BS70113,2012-03-05,09:30:00,4,6,30,6,1,1,1
A201201BS70114,2012-02-23,08:00:00,4,6,30,3,1,1,1
A201201BS70115,2012-03-10,21:25:00,3,6,30,6,4,1,1
A201201BS70117,2012-03-09,12:10:00,3,6,30,3,1,1,1
A201201BS70118,2012-03-09,16:03:00,4,6,30,6,1,1,1
A201201BS70119,2012-03-06,09:04:00,3,6,30,3,1,1,1
A201201BS70126,2012-03-11,20:39:00,3,6,30,6,4,1,1
A201201BS70128,2012-03-05,07:00:00,3,6,30,0,1,1,1
A201201BS70132,2012-02-16,18:20:00,3,6,30,3,4,1,1
A201201BS70134,2012-02-29,18:20:00,5,6,30,6,4,1,1
A201201BS70136,2012-03-15,07:00:00,3,6,30,6,1,1,1
A201201BS70137,2012-03-04,19:30:00,3,6,30,3,4,2,2
A201201BS70138,2012-03-17,08:23:00,3,3,30,3,1,2,2
A201201BS70140,2012-03-15,07:53:00,4,6,30,3,1,1,1
A201201BS70141,2012-03-15,21:45:00,4,6,30,3,4,1,1
A201201BS70142,2012-03-20,09:25:00,3,6,30,3,1,1,1
A201201BS70147,2012-03-20,16:00:00,3,6,30,3,1,1,1
A201201BS70148,2012-03-24,14:10:00,3,2,30,6,1,1,1
A201201BS70150,2012-03-22,08:55:00,3,6,30,3,1,1,1
A201201BS70151,2012-03-19,14:09:00,3,6,30,0,1,1,1
A201201BS70155,2012-03-25,15:20:00,6,2,30,3,1,1,1
A201201BS70156,2012-03-17,15:40:00,4,6,30,6,1,2,2
A201201BS70157,2012-03-16,08:15:00,5,6,30,0,1,1,1
A201201BS70159,2012-03-25,15:55:00,3,3,30,3,1,1,1
A201201BS70161,2012-03-28,11:00:00,3,6,30,6,1,1,1
A201201BS70162,2012-03-14,12:15:00,6,6,30,6,1,1,1
A201201BS70163,2012-03-29,18:40:00,6,6,30,3,1,1,1
A201201BS70165,2012-03-26,21:17:00,6,6,30,3,4,1,1
A201201BS70166,2012-04-03,17:31:00,3,6,30,6,1,2,2
A201201BS70168,2012-03-01,08:45:00,4,6,30,6,1,1,1
A201201BS70169,2012-03-04,00:45:00,3,6,30,3,4,1,1
A201201BS70173,2012-03-23,16:25:00,6,6,30,6,1,1,1
A201201BS70175,2012-03-24,15:40:00,5,6,30,3,1,1,1
A201201BS70176,2012-03-28,07:35:00,3,6,30,6,1,1,1
A201201BS70177,2012-03-29,13:10:00,4,6,30,6,1,1,1
A201201BS70179,2012-04-09,22:26:00,3,6,30,6,4,2,2
A201201BS70180,2012-03-30,22:52:00,3,2,30,6,4,1,1
A201201BS70181,2012-03-30,15:50:00,3,2,30,6,1,1,1
A201201BS70183,2012-03-28,18:00:00,3,3,30,3,1,1,1
A201201BS70184,2012-04-06,17:38:00,5,6,30,0,1,1,1
A201201BS70185,2012-01-14,12:00:00,5,6,30,3,1,1,1
A201201BS70192,2012-04-10,17:00:00,3,2,30,6,1,1,1
A201201BS70194,2012-02-14,21:45:00,3,6,30,6,4,1,1
A201201BS70196,2012-04-06,21:55:00,3,6,30,3,4,1,1
A201201BS70197,2012-04-19,15:45:00,3,6,30,0,1,2,2
A201201BS70200,2012-04-12,18:05:00,4,6,30,3,1,1,1
A201201BS70201,2012-04-15,15:42:00,5,6,30,6,1,1,1
A201201BS70202,2012-04-19,12:42:00,3,6,30,3,1,2,2
A201201BS70203,2012-04-15,18:04:00,3,6,30,3,1,1,1
A201201BS70205,2012-04-20,13:17:00,6,6,30,3,1,2,2
A201201BS70206,2012-03-21,11:44:00,3,6,30,3,1,1,1
A201201BS70207,2012-04-22,18:00:00,3,2,30,0,1,1,1
A201201BS70209,2012-04-24,17:30:00,3,3,30,0,1,1,1
A201201BS70210,2012-04-26,23:40:00,3,6,30,3,4,1,1
A201201BS70211,2012-04-17,18:01:00,3,3,40,0,1,2,2
A201201BS70214,2012-04-20,10:53:00,4,6,30,0,1,1,1
A201201BS70215,2012-04-18,06:50:00,3,2,30,3,1,2,2
A201201BS70217,2012-04-22,21:40:00,3,1,30,1,4,2,2
A201201BS70218,2012-04-18,18:45:00,3,2,30,6,1,2,2
A201201BS70219,2012-04-21,00:14:00,6,6,30,6,4,1,1
A201201BS70220,2012-04-25,19:00:00,3,6,30,3,1,1,2
A201201BS70223,2012-04-13,18:45:00,3,3,30,3,1,1,1
A201201BS70224,2012-04-25,09:57:00,3,6,30,6,1,2,2
A201201BS70225,2012-04-26,05:35:00,3,6,30,6,4,1,1
A201201BS70226,2012-04-21,03:20:00,3,6,30,6,4,1,1
A201201BS70227,2012-04-17,16:10:00,3,2,30,0,1,1,1
A201201BS70228,2012-05-01,21:31:00,3,3,40,0,4,1,1
A201201BS70231,2012-04-27,09:05:00,6,6,30,0,1,2,2
A201201BS70232,2012-05-09,06:45:00,3,6,30,7,1,2,2
A201201BS70233,2012-04-26,10:05:00,3,6,30,6,1,1,1
A201201BS70234,2012-05-14,18:20:00,3,6,30,3,1,1,1
A201201BS70235,2012-05-06,19:57:00,3,6,30,6,4,1,1
A201201BS70236,2012-05-05,15:10:00,3,6,30,3,1,1,1
A201201BS70237,2012-05-02,09:00:00,3,6,30,3,1,1,1
A201201BS70238,2012-05-02,16:30:00,3,3,30,3,1,1,1
A201201BS70239,2012-05-12,09:40:00,4,6,30,3,1,1,1
A201201BS70241,2012-05-09,19:00:00,3,6,30,3,1,2,2
A201201BS70242,2012-05-11,18:07:00,3,3,30,6,1,1,1
A201201BS70245,2012-05-14,15:15:00,6,6,30,0,1,1,1
A201201BS70254,2012-05-22,11:50:00,3,6,30,3,1,1,1
A201201BS70259,2012-05-27,15:00:00,4,1,30,1,1,1,1
A201201BS70260,2012-05-10,16:30:00,3,2,30,0,1,1,1
A201201BS70263,2012-05-26,12:20:00,3,6,30,8,1,4,1
A201201BS70265,2012-05-31,13:36:00,3,6,30,8,1,1,1
A201201BS70268,2012-05-24,09:15:00,6,6,30,6,1,1,1
A201201BS70270,2012-05-21,18:30:00,6,6,30,0,1,1,1
A201201BS70274,2012-06-03,21:18:00,3,6,30,3,4,2,2
A201201BS70276,2012-06-07,14:00:00,5,3,30,3,1,1,1
A201201BS70279,2012-05-30,21:15:00,3,6,30,3,4,1,1
A201201BS70281,2012-06-07,18:50:00,3,6,30,3,1,1,1
A201201BS70283,2012-05-30,09:03:00,3,6,30,0,1,1,1
A201201BS70286,2012-05-23,15:00:00,3,6,30,3,1,1,1
A201201BS70287,2012-05-28,07:25:00,3,6,30,3,1,1,1
A201201BS70289,2012-05-31,09:48:00,4,6,30,0,1,1,1
A201201BS70290,2012-05-17,07:13:00,3,2,30,6,1,8,1
A201201BS70291,2012-06-06,06:45:00,3,6,30,6,1,2,2
A201201BS70292,2012-05-30,15:30:00,4,6,30,3,1,1,1
A201201BS70293,2012-06-09,10:10:00,3,6,30,6,1,1,1
A201201BS70294,2012-05-23,12:50:00,4,6,30,6,1,1,1
A201201BS70295,2012-06-07,18:40:00,4,6,30,6,1,1,1
A201201BS70296,2012-06-06,09:21:00,3,6,30,3,1,1,1
A201201BS70297,2012-06-08,18:40:00,5,6,30,6,1,1,1
A201201BS70298,2012-04-30,18:30:00,3,6,30,3,1,1,1
A201201BS70300,2012-06-16,20:31:00,3,6,30,3,1,4,1
A201201BS70302,2012-05-21,07:30:00,3,6,30,3,1,1,1
A201201BS70303,2012-06-03,10:50:00,3,6,30,3,1,2,2
A201201BS70304,2012-06-11,17:40:00,6,6,30,3,1,2,2
A201201BS70305,2012-06-01,15:28:00,3,6,30,3,1,1,1
A201201BS70306,2012-06-18,18:15:00,5,6,30,3,1,1,1
A201201BS70308,2012-06-26,08:20:00,6,6,30,3,1,1,1
A201201BS70312,2012-06-26,08:48:00,3,6,30,6,1,1,1
A201201BS70314,2012-06-23,17:35:00,4,6,30,3,1,1,1
A201201BS70315,2012-06-12,11:54:00,3,6,30,0,1,1,1
A201201BS70318,2012-06-30,16:48:00,3,6,30,0,1,1,1
A201201BS70319,2012-06-25,11:30:00,3,6,30,6,1,1,1
A201201BS70320,2012-06-26,13:10:00,3,3,30,6,1,1,1
A201201BS70324,2012-07-07,22:25:00,3,6,30,3,4,2,2
A201201BS70326,2012-07-04,14:08:00,3,6,30,3,1,1,1
A201201BS70327,2012-06-10,19:10:00,5,6,30,6,1,1,1
A201201BS70328,2012-06-13,09:56:00,3,6,30,3,1,1,1
A201201BS70329,2012-06-20,23:10:00,3,6,30,3,4,1,1
A201201BS70331,2012-07-07,20:15:00,4,6,30,6,1,4,2
A201201BS70332,2012-07-11,08:30:00,3,6,30,3,1,1,1
A201201BS70333,2012-06-14,14:20:00,5,6,30,6,1,1,1
A201201BS70334,2012-07-02,11:00:00,3,6,30,6,1,1,1
A201201BS70335,2012-07-02,20:05:00,3,6,30,0,4,2,2
A201201BS70336,2012-06-27,08:35:00,6,6,30,3,1,1,1
A201201BS70339,2012-07-15,10:18:00,3,6,30,0,1,1,1
A201201BS70341,2012-07-03,13:10:00,3,3,30,6,1,1,2
A201201BS70342,2012-06-30,19:40:00,5,6,30,6,1,1,1
A201201BS70343,2012-06-28,13:25:00,5,3,30,6,1,1,1
A201201BS70348,2012-07-02,19:17:00,3,6,30,3,1,1,2
A201201BS70349,2012-07-15,15:53:00,3,6,30,3,1,1,1
A201201BS70350,2012-07-20,16:50:00,3,6,30,6,1,1,1
A201201BS70353,2012-07-03,17:13:00,3,6,30,6,1,1,1
A201201BS70354,2012-07-06,09:30:00,3,6,30,6,1,1,1
A201201BS70356,2012-06-15,22:00:00,5,6,30,3,4,1,1
A201201BS70357,2012-07-09,17:30:00,5,6,30,0,1,2,2
A201201BS70359,2012-07-21,10:40:00,4,6,30,3,1,1,1
A201201BS70361,2012-07-30,12:21:00,6,6,30,0,1,1,1
A201201BS70362,2012-07-19,19:29:00,3,6,30,3,1,1,1
A201201BS70363,2012-08-02,08:20:00,3,6,30,6,1,1,1
A201201BS70364,2012-07-26,06:27:00,3,6,30,3,1,1,1
A201201BS70366,2012-07-28,09:30:00,5,6,30,6,1,1,1
A201201BS70369,2012-07-31,08:52:00,3,6,30,6,1,2,2
A201201BS70370,2012-07-23,17:45:00,3,2,30,3,1,1,1
A201201BS70371,2012-07-09,09:04:00,6,6,30,0,1,1,1
A201201BS70372,2012-08-06,15:43:00,4,6,30,0,1,1,1
A201201BS70373,2012-08-03,23:30:00,3,6,30,0,4,1,1
A201201BS70374,2012-07-18,09:00:00,3,6,30,3,1,2,2
A201201BS70375,2012-08-11,13:01:00,3,6,30,3,1,1,1
A201201BS70378,2012-08-08,16:20:00,5,6,30,3,1,1,1
A201201BS70379,2012-07-29,16:18:00,3,6,30,3,1,8,2
A201201BS70380,2012-08-01,14:15:00,3,3,30,6,1,1,1
A201201BS70381,2012-06-30,04:20:00,3,6,30,3,4,1,1
A201201BS70382,2012-08-07,07:45:00,3,6,30,6,1,1,1
A201201BS70383,2012-08-13,15:03:00,3,6,30,6,1,1,1
A201201BS70385,2012-08-02,10:47:00,3,6,30,0,1,1,1
A201201BS70386,2012-07-27,08:50:00,3,6,30,0,1,1,1
A201201BS70388,2012-08-04,19:45:00,3,6,30,3,4,1,1
A201201BS70389,2012-08-16,07:40:00,3,6,30,3,1,1,1
A201201BS70391,2012-08-20,19:00:00,3,6,30,6,1,1,1
A201201BS70393,2012-07-26,23:05:00,3,6,30,3,4,1,1
A201201BS70395,2012-08-08,01:45:00,3,6,30,0,4,2,2
A201201BS70396,2012-08-15,21:30:00,3,6,30,3,4,1,1
A201201BS70397,2012-08-03,13:30:00,4,6,30,6,1,1,1
A201201BS70399,2012-08-17,19:35:00,3,6,30,1,4,1,1
A201201BS70400,2012-07-31,11:40:00,4,6,30,3,1,1,1
A201201BS70403,2012-07-27,07:58:00,5,6,30,3,1,1,1
A201201BS70405,2012-08-30,12:15:00,5,6,30,6,1,1,1
A201201BS70407,2012-08-09,19:15:00,3,6,30,3,1,1,1
A201201BS70409,2012-08-24,21:50:00,5,6,30,3,4,1,2
A201201BS70410,2012-08-22,07:30:00,3,6,30,6,1,1,1
A201201BS70411,2012-08-25,08:30:00,4,1,30,1,1,1,1
A201201BS70412,2012-08-19,21:15:00,3,3,30,3,4,1,1
A201201BS70414,2012-08-24,12:15:00,6,6,30,6,1,1,1
A201201BS70416,2012-08-15,13:40:00,3,6,30,3,1,1,1
A201201BS70417,2012-08-30,08:00:00,6,6,30,6,1,1,1
A201201BS70418,2012-08-24,12:30:00,3,6,30,3,1,1,1
A201201BS70419,2012-08-15,17:01:00,3,6,30,3,1,1,1
A201201BS70420,2012-08-25,20:40:00,6,6,30,3,4,2,2
A201201BS70421,2012-08-27,21:40:00,3,6,30,6,4,2,2
A201201BS70422,2012-08-20,00:55:00,5,1,30,2,4,1,1
A201201BS70426,2012-08-30,22:30:00,6,6,30,0,4,1,1
A201201BS70427,2012-08-11,02:07:00,4,6,30,0,4,1,1
A201201BS70428,2012-09-09,13:40:00,3,6,30,6,1,1,1
A201201BS70430,2012-09-05,17:14:00,3,6,30,3,1,1,1
A201201BS70434,2012-09-09,14:40:00,4,6,30,6,1,1,1
A201201BS70436,2012-09-06,17:05:00,6,6,30,6,1,1,1
A201201BS70437,2012-08-28,13:29:00,3,6,30,3,1,1,1
A201201BS70438,2012-08-03,14:57:00,3,6,30,3,1,1,1
A201201BS70440,2012-09-11,12:00:00,3,6,30,6,1,1,1
A201201BS70441,2012-09-17,14:23:00,6,6,30,3,1,1,1
A201201BS70444,2012-09-07,20:35:00,3,6,30,0,4,1,1
A201201BS70446,2012-08-25,03:13:00,6,6,30,3,4,1,1
A201201BS70448,2012-09-05,07:40:00,3,6,30,3,1,1,1
A201201BS70449,2012-09-07,12:45:00,3,6,30,6,1,1,1
A201201BS70450,2012-09-02,14:23:00,6,6,30,6,1,1,1
A201201BS70451,2012-09-17,13:37:00,3,6,30,3,1,1,1
A201201BS70452,2012-09-14,12:05:00,5,1,30,1,1,1,1
A201201BS70453,2012-09-18,15:09:00,3,6,30,6,1,1,1
A201201BS70454,2012-07-28,04:25:00,3,6,30,6,1,1,1
A201201BS70459,2012-09-18,14:40:00,3,6,30,6,1,1,1
A201201BS70460,2012-08-26,06:40:00,3,6,30,3,1,1,1
A201201BS70461,2012-08-31,10:57:00,4,6,30,6,1,1,1
A201201BS70464,2012-09-24,14:20:00,3,6,30,3,1,1,1
A201201BS70465,2012-09-18,16:40:00,6,6,30,3,1,1,1
A201201BS70466,2012-09-07,17:53:00,5,1,30,2,1,1,1
A201201BS70467,2012-09-15,18:00:00,3,6,30,3,1,1,1
A201201BS70468,2012-09-20,12:58:00,6,6,30,3,1,1,1
A201201BS70469,2012-09-21,14:54:00,3,6,30,6,1,1,1
A201201BS70472,2012-09-11,15:04:00,4,6,30,6,1,1,1
A201201BS70473,2012-09-20,22:45:00,3,6,30,3,4,1,1
A201201BS70476,2012-09-18,19:40:00,3,6,30,6,4,1,1
A201201BS70478,2012-09-26,11:00:00,5,6,30,6,1,2,2
A201201BS70480,2012-09-28,14:35:00,3,6,30,0,1,1,1
A201201BS70481,2012-10-08,07:25:00,4,6,30,6,1,1,1
A201201BS70482,2012-09-22,18:05:00,3,3,30,6,1,1,1
A201201BS70483,2012-09-13,18:25:00,5,6,30,0,4,1,1
A201201BS70487,2012-09-25,11:30:00,3,6,30,0,1,1,1
A201201BS70489,2012-09-20,20:43:00,4,6,30,6,4,2,2
A201201BS70492,2012-10-03,07:35:00,6,6,30,3,1,1,1
A201201BS70495,2012-10-07,22:25:00,4,6,30,6,4,1,1
A201201BS70496,2012-09-19,18:10:00,3,6,30,3,1,1,1
A201201BS70497,2012-10-07,20:50:00,5,6,30,3,4,1,2
A201201BS70498,2012-09-20,08:07:00,5,6,30,0,1,1,1
A201201BS70499,2012-10-10,20:00:00,4,6,30,6,4,1,1
A201201BS70500,2012-09-22,12:15:00,6,6,30,8,1,1,1
A201201BS70501,2012-10-05,10:30:00,3,2,30,0,1,1,1
A201201BS70504,2012-09-17,17:09:00,5,6,30,6,1,1,1
A201201BS70505,2012-10-15,18:00:00,5,6,30,3,4,1,1
A201201BS70506,2012-10-16,08:57:00,3,6,30,3,1,1,1
A201201BS70507,2012-10-16,16:30:00,6,6,30,3,1,1,1
A201201BS70511,2012-10-18,15:00:00,3,2,30,6,1,1,1
A201201BS70514,2012-10-19,17:30:00,3,6,30,3,4,1,1
A201201BS70515,2012-10-17,11:56:00,3,6,30,0,1,1,1
A201201BS70517,2012-10-11,12:53:00,5,6,30,3,1,1,1
A201201BS70518,2012-10-11,19:10:00,3,6,30,6,4,1,1
A201201BS70519,2012-10-17,15:10:00,3,6,30,3,1,1,1
A201201BS70520,2012-10-18,08:45:00,3,6,30,6,1,1,1
A201201BS70521,2012-06-04,07:34:00,3,6,30,0,1,2,2
A201201BS70523,2012-09-24,08:40:00,6,6,30,3,1,2,2
A201201BS70524,2012-10-14,20:45:00,3,6,30,6,4,1,1
A201201BS70526,2012-09-29,11:46:00,5,6,30,6,1,1,1
A201201BS70527,2012-10-19,19:00:00,3,6,30,0,4,2,2
A201201BS70528,2012-10-05,15:15:00,6,6,30,6,1,1,1
A201201BS70529,2012-10-17,08:45:00,3,6,30,3,1,1,1
A201201BS70532,2012-10-20,17:30:00,6,6,30,0,4,1,1
A201201BS70535,2012-10-23,11:15:00,3,6,30,6,1,1,1
A201201BS70537,2012-10-26,15:20:00,3,6,30,0,1,2,2
A201201BS70541,2012-10-30,14:20:00,6,6,30,3,1,1,1
A201201BS70543,2012-10-18,06:45:00,3,6,30,6,1,1,1
A201201BS70544,2012-10-26,22:48:00,3,6,30,3,4,1,1
A201201BS70545,2012-10-26,17:15:00,4,6,30,6,1,1,1
A201201BS70546,2012-10-29,14:15:00,6,6,30,3,1,1,1
A201201BS70548,2012-11-02,16:19:00,6,6,30,1,4,1,1
A201201BS70550,2012-09-15,19:30:00,6,6,30,3,4,1,1
A201201BS70551,2012-10-31,14:15:00,3,6,30,6,1,1,1
A201201BS70555,2012-11-05,23:00:00,5,6,30,3,4,1,1
A201201BS70556,2012-11-05,17:07:00,3,3,50,3,4,1,1
A201201BS70557,2012-10-14,22:12:00,3,2,30,3,4,1,1
A201201BS70558,2012-11-04,20:04:00,3,6,30,3,4,1,2
A201201BS70559,2012-10-11,08:50:00,5,6,30,3,1,1,1
A201201BS70561,2012-11-11,01:45:00,5,6,30,3,4,1,1
A201201BS70563,2012-10-18,11:35:00,3,3,30,6,1,1,1
A201201BS70565,2012-10-21,18:21:00,3,6,30,0,4,2,2
A201201BS70566,2012-10-07,17:23:00,5,6,30,6,4,1,1
A201201BS70567,2012-10-22,22:57:00,3,6,30,3,4,1,2
A201201BS70568,2012-11-08,13:55:00,3,6,30,3,1,1,1
A201201BS70572,2012-11-12,22:55:00,3,6,30,3,4,1,2
A201201BS70574,2012-11-15,08:55:00,3,6,30,3,1,1,1
A201201BS70575,2012-11-17,22:34:00,4,6,30,0,4,1,1
A201201BS70578,2012-11-16,09:31:00,4,6,30,6,1,1,1
A201201BS70579,2012-11-19,19:52:00,3,6,30,3,4,1,1
A201201BS70581,2012-11-13,09:30:00,6,6,30,3,1,1,1
A201201BS70582,2012-11-21,00:31:00,3,6,30,3,4,1,2
A201201BS70586,2012-11-07,08:45:00,3,6,30,1,1,1,1
A201201BS70589,2012-11-15,08:40:00,6,6,30,3,1,1,1
A201201BS70590,2012-10-27,19:42:00,3,6,30,6,4,2,2
A201201BS70592,2012-11-20,17:45:00,3,6,30,3,4,2,2
A201201BS70593,2012-11-26,16:45:00,4,6,30,0,4,1,2
A201201BS70594,2012-11-09,17:05:00,5,6,30,1,4,1,1
A201201BS70596,2012-11-17,17:13:00,5,6,30,1,1,1,1
A201201BS70597,2012-11-04,13:15:00,3,6,30,3,1,3,2
A201201BS70598,2012-11-21,08:00:00,3,6,30,3,1,2,2
A201201BS70601,2012-11-26,11:00:00,4,6,30,0,1,1,2
A201201BS70602,2012-11-21,13:20:00,3,3,50,3,1,5,2
A201201BS70603,2012-11-25,18:15:00,3,6,30,6,6,2,2
A201201BS70604,2012-11-16,18:55:00,6,6,30,3,4,1,2
A201201BS70605,2012-11-26,16:36:00,3,6,30,3,4,2,2
A201201BS70607,2012-11-29,07:55:00,3,6,30,3,1,1,1
A201201BS70609,2012-10-25,19:00:00,3,6,30,8,4,1,2
A201201BS70611,2012-10-30,21:20:00,4,1,30,1,4,1,1
A201201BS70612,2012-11-04,13:22:00,3,6,30,6,1,1,2
A201201BS70613,2012-10-29,15:30:00,3,2,30,6,1,1,1
A201201BS70614,2012-11-06,16:15:00,3,6,30,3,4,1,2
A201201BS70615,2012-11-30,09:07:00,4,6,30,3,1,1,1
A201201BS70616,2012-11-24,03:59:00,3,6,30,6,4,1,1
A201201BS70618,2012-11-28,08:15:00,5,6,30,6,1,1,1
A201201BS70622,2012-12-06,07:30:00,4,6,30,3,1,1,1
A201201BS70623,2012-12-05,10:14:00,5,1,30,2,1,1,2
A201201BS70624,2012-12-03,18:40:00,3,6,30,3,4,1,1
A201201BS70626,2012-12-12,16:40:00,4,6,30,3,4,1,1
A201201BS70627,2012-12-10,09:15:00,6,6,30,8,1,1,1
A201201BS70628,2012-12-13,08:45:00,6,6,30,3,1,1,1
A201201BS70631,2012-12-01,00:40:00,3,6,30,3,4,1,1
A201201BS70633,2012-11-29,18:12:00,5,6,30,6,4,1,1
A201201BS70634,2012-12-16,14:40:00,3,6,30,3,1,1,1
A201201BS70637,2012-10-10,08:58:00,4,6,30,3,1,1,1
A201201BS70638,2012-12-11,16:05:00,5,6,30,0,4,1,1
A201201BS70639,2012-12-03,18:30:00,3,6,30,3,4,1,1
A201201BS70640,2012-12-06,20:05:00,6,6,30,3,4,2,2
A201201BS70642,2012-12-14,20:00:00,3,6,30,6,4,1,2
A201201BS70646,2012-12-17,16:41:00,6,6,30,3,4,1,1
A201201BS70649,2012-06-28,07:36:00,3,6,30,3,1,1,1
A201201BS70651,2012-12-12,09:00:00,5,6,30,6,1,1,1
A201201BS70653,2012-11-20,09:20:00,5,3,30,0,1,1,1
A201201BS70656,2012-12-22,02:50:00,3,3,30,6,4,2,2
A201201BS70658,2012-12-21,16:15:00,4,6,30,0,4,8,2
A201201BS70660,2012-12-12,16:50:00,4,6,30,6,4,1,1
A201201BS70664,2012-12-10,14:26:00,5,6,30,3,1,1,1
A201201BS70666,2012-12-26,15:00:00,6,6,30,0,1,2,2
A201201BS70667,2012-12-11,10:30:00,5,6,30,6,1,1,1
A201201BS70668,2012-12-10,11:40:00,3,6,30,3,1,1,1
A201201BS70671,2012-12-15,11:35:00,3,6,30,6,1,2,2
A201201BS70673,2012-12-27,09:22:00,3,6,30,6,1,1,2
A201201BS70678,2012-12-21,23:25:00,3,3,30,0,4,1,2
A201201BS79001,2012-12-30,04:08:00,5,6,30,3,4,8,1
A201201BS79002,2012-12-18,17:36:00,6,6,30,3,4,1,1
A201201BS79026,2012-12-27,17:00:00,3,3,30,5,4,1,1
A201201BS79037,2012-09-07,19:19:00,3,3,30,3,4,1,1
A201201BS79091,2012-12-27,21:00:00,3,6,30,6,4,1,1
A201201CP00002,2012-01-30,15:25:00,4,6,30,3,1,9,1
A201201CP00005,2012-01-25,03:50:00,5,6,30,6,4,8,2
A201201CP00010,2012-01-20,18:40:00,3,6,30,3,4,1,2
A201201CP00012,2012-01-15,04:55:00,3,6,30,6,4,1,1
A201201CP00015,2012-01-16,08:33:00,5,6,30,3,1,1,1
A201201CP00020,2012-01-14,19:15:00,5,6,30,7,4,1,1
A201201CP00021,2012-01-14,02:00:00,6,6,30,0,7,1,1
A201201CP00022,2012-01-04,09:20:00,5,6,30,6,1,1,1
A201201CP00023,2012-01-07,01:53:00,3,6,30,3,4,1,1
A201201CP00024,2012-01-25,06:30:00,5,6,30,6,4,1,2
