Accident_Index,Date,Time,Road_Class,Road_Type,Speed_limit,Junction_Detail,Light_Conditions,Weather_Conditions,Road_Surface_Conditions
A2012212003770,2012-07-06,08:28:00,5,6,30,3,1,5,2
A2012212003771,2012-07-19,19:45:00,6,6,30,3,1,1,2
A2012212003773,2012-07-20,20:50:00,3,6,30,0,1,1,1
A2012212003775,2012-07-20,19:15:00,3,6,30,3,1,1,1
A2012212003777,2012-07-18,08:55:00,3,6,30,3,1,1,1
A2012212003780,2012-07-18,16:50:00,3,1,30,1,1,1,1
A2012212003782,2012-07-21,15:07:00,6,6,40,6,1,1,1
A2012212003789,2012-07-18,13:20:00,3,6,50,1,1,2,2
A2012212003791,2012-07-13,17:25:00,5,6,30,8,1,1,2
A2012212003796,2012-07-20,16:25:00,6,6,60,3,1,1,1
A2012212003802,2012-07-20,01:22:00,3,6,30,3,4,2,2
A2012212003805,2012-07-21,16:10:00,3,1,30,1,1,1,1
A2012212003810,2012-07-23,08:00:00,3,1,30,1,1,1,1
A2012212003811,2012-07-22,15:10:00,5,6,60,0,1,1,1
A2012212003812,2012-07-21,04:01:00,1,3,70,0,6,7,1
A2012212003814,2012-07-18,08:20:00,3,6,30,6,1,1,1
A2012212003816,2012-07-20,18:15:00,6,6,30,6,1,1,1
A2012212003819,2012-07-19,09:25:00,4,6,30,8,1,2,2
A2012212003820,2012-07-22,12:40:00,3,6,60,8,1,1,1
A2012212003822,2012-07-22,15:30:00,3,3,30,0,1,1,1
A2012212003823,2012-07-17,17:25:00,3,6,30,3,1,1,1
A2012212003831,2012-07-16,21:00:00,3,6,30,0,1,1,2
A2012212003836,2012-07-24,06:17:00,6,6,30,3,1,1,1
A2012212003841,2012-07-23,14:35:00,4,7,60,3,1,1,1
A2012212003843,2012-07-21,08:18:00,5,6,60,0,1,1,1
A2012212003844,2012-07-24,11:00:00,3,3,30,3,1,1,1
A2012212003848,2012-07-20,19:15:00,6,6,30,0,1,1,1
A2012212003856,2012-07-25,09:39:00,3,6,40,0,1,1,1
A2012212003858,2012-07-25,15:30:00,3,6,30,0,1,1,1
A2012212003860,2012-07-21,17:48:00,3,6,30,8,1,1,1
A2012212003861,2012-07-24,10:30:00,6,6,30,3,1,1,1
A2012212003865,2012-07-25,11:35:00,3,6,60,3,1,1,1
A2012212003868,2012-07-23,13:35:00,3,6,30,3,1,1,1
A2012212003869,2012-07-25,16:32:00,5,6,30,3,1,2,2
A2012212003873,2012-07-24,22:27:00,5,6,30,3,4,1,1
A2012212003883,2012-07-24,08:50:00,3,6,30,3,1,1,1
A2012212003886,2012-07-24,09:40:00,6,6,30,8,1,1,1
A2012212003890,2012-07-24,17:04:00,3,1,50,1,1,1,1
A2012212003891,2012-07-25,07:57:00,4,6,30,1,1,1,1
A2012212003897,2012-07-20,15:00:00,3,1,40,1,1,1,1
A2012212003900,2012-07-20,16:14:00,3,3,30,3,1,1,1
A2012212003902,2012-07-28,12:40:00,3,6,60,3,1,1,1
A2012212003904,2012-07-26,16:45:00,5,3,30,3,1,1,1
A2012212003905,2012-07-19,17:27:00,6,6,30,3,1,1,2
A2012212003908,2012-07-27,13:18:00,6,6,30,3,1,1,1
A2012212003909,2012-07-25,17:00:00,3,6,40,0,1,1,1
A2012212003910,2012-07-24,20:15:00,3,1,40,1,1,1,1
A2012212003911,2012-07-26,08:40:00,3,3,50,0,1,1,1
A2012212003915,2012-07-20,16:25:00,6,6,30,8,1,1,1
A2012212003916,2012-07-18,12:37:00,1,3,70,0,1,2,2
A2012212003919,2012-07-28,08:15:00,3,6,40,8,1,1,1
A2012212003921,2012-07-27,22:12:00,5,6,30,3,4,1,1
A2012212003922,2012-07-29,21:51:00,3,6,30,0,4,1,1
A2012212003924,2012-07-26,13:45:00,3,6,30,3,1,1,1
A2012212003925,2012-07-27,20:05:00,3,6,30,3,1,1,1
A2012212003926,2012-07-23,15:45:00,3,6,30,1,1,1,1
A2012212003927,2012-07-26,09:45:00,3,6,30,8,1,1,1
A2012212003931,2012-07-26,10:35:00,6,6,30,0,1,1,1
A2012212003933,2012-07-27,17:57:00,5,6,60,3,1,1,1
A2012212003936,2012-07-26,13:10:00,6,6,30,6,1,1,1
A2012212003939,2012-07-29,17:40:00,3,1,60,1,1,1,1
A2012212003950,2012-07-23,17:30:00,5,6,30,3,1,1,1
A2012212003954,2012-07-30,07:00:00,6,6,30,0,1,1,1
A2012212003957,2012-07-30,14:00:00,3,6,60,0,1,1,1
A2012212003959,2012-07-26,11:25:00,3,6,30,6,1,1,1
A2012212003962,2012-07-26,15:50:00,6,6,30,3,1,1,1
A2012212003966,2012-07-26,14:32:00,3,6,30,3,1,1,1
A2012212003967,2012-07-31,07:55:00,3,6,60,3,1,2,2
A2012212003970,2012-07-29,00:36:00,3,7,70,5,4,1,1
A2012212003979,2012-07-28,12:28:00,3,6,60,3,1,1,1
A2012212003989,2012-07-30,13:30:00,1,3,70,0,1,1,1
A2012212003991,2012-06-08,21:35:00,3,6,60,6,4,4,1
A2012212003997,2012-08-01,17:50:00,4,6,40,3,1,1,1
A2012212004015,2012-08-02,06:40:00,3,3,50,0,1,1,1
A2012212004020,2012-08-03,18:20:00,3,6,40,3,1,1,1
A2012212004023,2012-08-05,22:00:00,4,6,30,7,4,1,2
A2012212004028,2012-08-02,10:15:00,3,1,30,1,1,1,1
A2012212004034,2012-08-03,18:39:00,3,3,40,1,1,1,1
A2012212004036,2012-08-03,17:31:00,6,6,30,3,1,1,1
A2012212004042,2012-08-06,11:15:00,3,2,30,3,1,1,1
A2012212004048,2012-08-04,01:45:00,4,1,30,1,4,1,1
A2012212004059,2012-08-03,08:25:00,3,6,60,8,1,1,1
A2012212004061,2012-08-05,22:18:00,4,1,30,1,4,1,2
A2012212004064,2012-08-06,16:30:00,6,6,30,3,1,1,1
A2012212004065,2012-08-06,13:30:00,3,1,50,1,1,1,1
A2012212004067,2012-07-23,18:45:00,6,6,30,3,1,1,1
A2012212004069,2012-08-01,13:00:00,1,3,70,0,1,1,1
A2012212004070,2012-08-06,12:39:00,6,1,30,1,1,1,1
A2012212004071,2012-08-03,19:20:00,3,6,30,8,1,1,1
A2012212004085,2012-08-07,17:35:00,6,6,30,3,1,1,1
A2012212004089,2012-08-06,17:50:00,5,6,30,0,1,1,1
A2012212004094,2012-08-07,12:10:00,4,6,50,0,1,2,2
A2012212004096,2012-08-04,01:53:00,5,6,60,0,7,1,1
A2012212004101,2012-08-06,22:35:00,6,1,20,1,7,1,2
A2012212004104,2012-08-07,16:50:00,3,1,30,1,1,1,1
A2012212004108,2012-08-08,08:50:00,6,6,30,0,1,1,1
A2012212004119,2012-08-07,09:50:00,3,6,50,3,1,2,2
A2012212004120,2012-08-01,17:47:00,6,6,30,3,1,1,1
A2012212004122,2012-07-17,23:30:00,4,6,30,8,7,1,2
A2012212004128,2012-08-09,12:48:00,6,6,30,3,1,1,1
A2012212004141,2012-08-08,18:20:00,3,6,30,1,1,1,1
A2012212004143,2012-08-03,09:55:00,3,2,30,3,1,1,1
A2012212004148,2012-08-10,11:25:00,3,6,30,3,1,1,1
A2012212004149,2012-08-09,15:45:00,3,3,30,6,1,1,1
A2012212004150,2012-08-09,17:45:00,6,6,30,0,1,1,1
A2012212004152,2012-08-09,06:46:00,5,6,60,6,1,1,1
A2012212004153,2012-08-10,12:40:00,1,3,70,0,1,1,1
A2012212004159,2012-08-11,19:55:00,5,6,60,0,1,1,1
A2012212004172,2012-08-01,17:55:00,3,6,30,3,1,1,1
A2012212004178,2012-08-13,08:10:00,3,3,30,1,1,1,1
A2012212004184,2012-08-07,09:26:00,4,6,30,6,1,2,2
A2012212004187,2012-08-07,17:10:00,6,6,30,3,1,1,1
A2012212004189,2012-08-12,14:56:00,3,6,60,8,1,1,2
A2012212004194,2012-08-13,06:30:00,3,6,30,3,1,1,1
A2012212004200,2012-08-12,19:00:00,6,6,30,3,1,1,1
A2012212004215,2012-08-10,23:05:00,3,3,50,3,4,1,1
A2012212004224,2012-08-11,11:17:00,3,6,30,8,1,1,1
A2012212004226,2012-08-13,10:05:00,3,1,60,1,1,1,1
A2012212004238,2012-08-10,15:30:00,5,6,30,3,1,1,1
A2012212004250,2012-08-10,12:15:00,3,3,30,1,1,1,1
A2012212004260,2012-08-18,00:46:00,6,6,30,0,4,1,1
A2012212004263,2012-07-13,11:00:00,3,1,40,1,1,1,1
A2012212004265,2012-08-15,20:45:00,6,1,30,1,7,1,1
A2012212004269,2012-08-15,14:57:00,3,2,30,3,1,2,2
A2012212004271,2012-08-14,13:23:00,1,7,70,1,1,1,1
A2012212004272,2012-08-12,15:31:00,1,3,70,0,1,1,1
A2012212004279,2012-08-18,23:50:00,3,1,30,1,4,1,1
A2012212004288,2012-08-14,16:30:00,3,6,30,3,1,1,1
A2012212004289,2012-08-15,14:15:00,3,6,30,0,1,2,2
A2012212004290,2012-08-17,15:16:00,3,1,30,1,1,2,2
A2012212004294,2012-08-16,19:15:00,6,6,30,3,1,1,2
A2012212004297,2012-07-29,08:20:00,5,6,60,8,1,1,1
A2012212004299,2012-08-14,17:00:00,3,6,30,5,1,1,1
A2012212004301,2012-08-18,12:35:00,6,6,30,3,1,1,1
A2012212004302,2012-08-18,13:10:00,3,6,30,0,1,1,1
A2012212004305,2012-08-15,16:05:00,3,6,40,8,1,2,2
A2012212004311,2012-08-15,13:50:00,3,6,30,3,1,2,2
A2012212004313,2012-08-15,11:45:00,6,6,30,3,1,1,2
A2012212004314,2012-08-16,19:08:00,3,6,30,6,1,1,1
A2012212004317,2012-08-12,23:02:00,3,6,30,6,4,1,1
A2012212004321,2012-08-21,17:50:00,5,6,40,8,1,1,1
A2012212004351,2012-08-19,20:00:00,4,6,30,8,1,1,1
A2012212004352,2012-08-20,13:25:00,3,1,30,1,1,1,1
A2012212004358,2012-08-20,14:00:00,3,3,30,3,1,1,1
A2012212004360,2012-04-11,07:40:00,3,1,60,1,1,1,1
A2012212004363,2012-08-15,19:44:00,5,6,30,0,1,1,2
A2012212004371,2012-08-21,17:40:00,3,3,50,1,1,1,1
A2012212004374,2012-08-21,13:00:00,6,6,30,6,1,1,1
A2012212004375,2012-08-21,16:00:00,5,6,30,0,1,2,2
A2012212004377,2012-08-21,08:55:00,6,6,30,3,1,1,1
A2012212004380,2012-08-21,17:30:00,5,6,60,3,1,1,2
A2012212004381,2012-08-22,09:10:00,6,6,30,8,1,1,1
A2012212004384,2012-08-14,17:10:00,5,6,30,0,1,1,1
A2012212004385,2012-08-22,17:30:00,3,1,30,1,1,1,1
A2012212004389,2012-08-24,23:20:00,3,1,30,1,4,2,2
A2012212004390,2012-08-23,18:05:00,4,6,30,3,1,1,1
A2012212004395,2012-08-25,23:39:00,3,3,70,5,6,2,2
A2012212004398,2012-08-18,05:55:00,4,6,30,8,7,1,2
A2012212004413,2012-08-24,09:30:00,4,6,30,0,1,1,1
A2012212004417,2012-08-23,11:25:00,6,6,60,0,1,1,1
A2012212004418,2012-08-25,09:58:00,4,6,30,6,1,1,1
A2012212004422,2012-08-25,15:00:00,3,1,30,1,1,1,1
A2012212004424,2012-08-23,12:45:00,3,2,30,5,1,1,2
A2012212004429,2012-08-25,16:29:00,6,6,30,0,1,1,1
A2012212004432,2012-08-24,07:05:00,3,6,40,6,1,1,1
A2012212004436,2012-08-24,21:15:00,3,6,30,8,4,1,1
A2012212004439,2012-08-20,10:45:00,3,6,50,3,1,9,1
A2012212004441,2012-08-22,13:15:00,3,6,30,6,1,1,1
A2012212004442,2012-08-25,11:25:00,3,7,70,5,1,1,1
A2012212004447,2012-08-21,21:25:00,5,6,60,0,6,4,1
A2012212004449,2012-08-24,16:45:00,5,6,30,0,1,1,2
A2012212004451,2012-08-22,17:10:00,3,6,30,3,1,1,1
A2012212004464,2012-08-26,18:28:00,1,7,70,1,1,1,1
A2012212004470,2012-08-25,05:40:00,1,3,70,0,6,2,2
A2012212004471,2012-08-28,11:50:00,4,6,30,6,1,1,1
A2012212004472,2012-08-29,12:20:00,5,6,50,0,1,2,2
A2012212004475,2012-08-28,14:45:00,4,6,30,0,1,1,1
A2012212004477,2012-08-27,20:00:00,1,7,50,1,1,2,2
A2012212004478,2012-08-28,14:15:00,3,6,50,0,1,1,1
A2012212004488,2012-08-29,16:43:00,3,7,30,1,1,1,1
A2012212004489,2012-08-24,17:52:00,6,6,30,6,1,1,1
A2012212004490,2012-07-11,16:50:00,3,7,50,0,1,1,1
A2012212004492,2012-08-17,23:10:00,6,6,30,3,4,1,1
A2012212004495,2012-08-24,14:15:00,6,6,30,3,1,1,1
A2012212004499,2012-08-29,15:44:00,5,6,30,3,1,2,2
A2012212004500,2012-08-24,20:20:00,3,6,30,3,4,2,2
A2012212004504,2012-08-29,09:38:00,3,6,30,8,1,2,2
A2012212004517,2012-08-24,17:30:00,6,6,30,3,1,1,1
A2012212004518,2012-08-29,16:57:00,1,3,70,0,1,1,2
A2012212004521,2012-08-25,19:15:00,6,6,40,3,1,1,2
A2012212004533,2012-08-11,14:10:00,1,7,70,1,1,1,1
A2012212004534,2012-08-30,13:57:00,6,6,30,6,1,1,1
A2012212004546,2012-08-31,20:25:00,3,6,30,3,4,1,2
A2012212004548,2012-09-02,13:30:00,6,6,30,0,1,1,1
A2012212004549,2012-08-31,12:00:00,5,6,30,0,1,1,1
A2012212004550,2012-08-30,08:15:00,4,6,30,0,1,1,1
A2012212004552,2012-09-03,14:31:00,3,3,40,6,1,1,1
A2012212004553,2012-08-31,12:10:00,3,6,60,3,1,1,1
A2012212004558,2012-08-29,18:25:00,3,6,30,3,5,1,1
A2012212004561,2012-08-30,12:13:00,6,6,30,3,1,1,1
A2012212004565,2012-09-02,16:40:00,4,6,30,8,1,1,1
A2012212004571,2012-08-16,15:55:00,6,6,30,8,1,1,1
A2012212004574,2012-08-30,16:38:00,5,6,60,0,1,1,1
A2012212004576,2012-08-31,20:05:00,3,3,30,6,1,1,1
A2012212004577,2012-08-30,11:00:00,3,1,30,1,1,1,1
A2012212004580,2012-09-03,10:50:00,3,6,30,1,1,1,1
A2012212004581,2012-08-29,09:35:00,3,1,40,1,1,2,2
A2012212004588,2012-09-02,13:30:00,3,7,70,5,1,1,1
A2012212004590,2012-09-03,18:00:00,6,6,30,8,1,1,1
A2012212004591,2012-08-30,16:40:00,5,6,30,3,1,1,1
A2012212004593,2012-09-02,07:30:00,6,6,60,0,1,1,1
A2012212004596,2012-09-03,08:35:00,3,3,70,0,1,1,1
A2012212004601,2012-09-04,09:30:00,3,3,70,0,1,1,1
A2012212004608,2012-08-31,11:10:00,6,2,30,0,1,1,1
A2012212004624,2012-09-04,08:05:00,6,6,30,3,1,1,1
A2012212004626,2012-09-05,08:17:00,3,1,40,1,1,1,1
A2012212004629,2012-09-04,17:30:00,6,6,30,3,1,1,1
A2012212004630,2012-09-04,17:32:00,6,6,60,0,1,1,1
A2012212004631,2012-09-04,08:30:00,3,6,60,8,1,1,1
A2012212004632,2012-09-02,16:30:00,3,6,40,3,1,1,1
A2012212004633,2012-09-04,13:30:00,3,6,30,3,1,1,1
A2012212004635,2012-09-03,16:15:00,3,1,30,1,1,1,1
A2012212004646,2012-09-07,15:22:00,3,3,40,0,1,1,1
A2012212004648,2012-08-31,16:20:00,3,6,30,0,1,1,1
A2012212004649,2012-09-06,07:55:00,3,3,30,0,1,1,1
A2012212004656,2012-09-04,17:10:00,3,6,60,3,1,1,1
A2012212004657,2012-08-24,15:30:00,3,6,30,8,1,1,1
A2012212004660,2012-09-05,17:30:00,5,6,30,6,1,1,1
A2012212004663,2012-09-07,23:50:00,3,6,30,8,7,1,1
A2012212004680,2012-09-08,10:10:00,3,1,30,1,1,1,1
A2012212004683,2012-09-04,12:30:00,3,6,40,8,1,1,1
A2012212004688,2012-09-04,11:20:00,5,6,30,0,1,1,1
A2012212004692,2012-09-06,09:37:00,6,6,30,3,1,1,1
A2012212004695,2012-09-03,13:30:00,3,2,30,3,1,1,1
A2012212004696,2012-09-08,11:20:00,3,6,60,3,1,1,1
A2012212004700,2012-09-08,14:30:00,3,6,40,3,1,1,1
A2012212004705,2012-09-03,16:11:00,3,1,30,1,1,1,1
A2012212004708,2012-09-10,05:05:00,4,6,30,3,4,2,2
A2012212004723,2012-09-09,12:00:00,3,6,30,6,1,1,1
A2012212004724,2012-09-07,19:55:00,6,6,30,3,7,1,1
A2012212004727,2012-09-09,14:00:00,3,6,30,0,1,1,1
A2012212004732,2012-09-07,17:00:00,4,6,40,3,1,1,1
A2012212004734,2012-09-05,08:50:00,6,3,30,0,1,1,1
A2012212004739,2012-09-07,16:30:00,6,6,30,0,1,1,1
A2012212004740,2012-09-06,15:15:00,6,6,30,8,1,1,1
A2012212004742,2012-09-06,13:55:00,6,6,30,3,1,1,1
A2012212004756,2012-09-11,15:30:00,3,3,40,1,1,1,1
A2012212004759,2012-09-08,18:15:00,3,1,50,1,1,1,1
A2012212004763,2012-09-08,09:55:00,4,6,30,6,1,1,1
A2012212004764,2012-09-08,12:05:00,3,3,30,0,1,1,1
A2012212004774,2012-09-09,16:53:00,1,3,70,0,5,1,1
A2012212004775,2012-09-08,11:55:00,3,1,30,1,1,1,1
A2012212004778,2012-09-10,14:05:00,6,6,30,8,1,1,1
A2012212004785,2012-09-11,21:50:00,6,6,30,0,7,1,1
A2012212004800,2012-09-07,13:00:00,3,6,30,0,1,1,1
A2012212004805,2012-09-09,06:10:00,3,6,50,0,6,1,1
A2012212004806,2012-09-14,15:35:00,4,6,30,3,1,1,1
A2012212004808,2012-09-07,16:45:00,3,1,30,1,1,1,1
A2012212004811,2012-09-10,16:10:00,6,6,30,0,1,1,1
A2012212004814,2012-09-15,11:43:00,4,6,40,8,1,1,1
A2012212004815,2012-09-15,11:30:00,5,6,40,3,1,1,1
A2012212004818,2012-09-13,08:40:00,4,6,30,6,1,1,1
A2012212004819,2012-09-13,17:42:00,5,3,60,0,1,1,1
A2012212004825,2012-09-15,15:57:00,3,6,30,3,1,1,1
A2012212004826,2012-09-08,21:00:00,3,2,30,3,4,1,1
A2012212004827,2012-09-13,12:00:00,6,6,30,3,1,1,1
A2012212004834,2012-09-12,16:27:00,3,6,30,0,1,2,2
A2012212004838,2012-09-13,14:20:00,3,6,30,3,1,1,1
A2012212004841,2012-09-11,18:15:00,6,6,30,3,1,1,1
A2012212004842,2012-09-11,09:00:00,6,6,30,0,1,1,1
A2012212004845,2012-09-15,21:00:00,4,6,30,3,7,1,1
A2012212004852,2012-09-11,11:30:00,6,6,30,3,1,1,1
A2012212004853,2012-09-12,14:23:00,3,3,30,3,1,2,2
A2012212004856,2012-09-07,15:15:00,4,6,30,6,1,1,1
A2012212004858,2012-09-13,08:50:00,4,6,30,3,1,1,1
A2012212004870,2012-09-17,16:10:00,5,6,60,0,1,1,1
A2012212004871,2012-09-16,15:40:00,3,6,30,3,1,1,1
A2012212004872,2012-09-17,17:25:00,4,6,40,3,1,1,1
A2012212004885,2012-09-12,14:50:00,3,1,30,1,1,1,1
A2012212004887,2012-09-13,15:40:00,4,6,60,8,1,1,1
A2012212004888,2012-09-17,18:18:00,6,6,30,1,1,1,1
A2012212004889,2012-09-15,15:25:00,3,1,50,1,1,1,1
A2012212004890,2012-09-13,14:50:00,6,6,30,6,1,1,1
A2012212004895,2012-09-14,08:29:00,3,6,60,6,1,1,1
A2012212004896,2012-09-17,17:50:00,3,6,40,3,1,1,1
A2012212004902,2012-09-13,15:00:00,6,6,30,0,1,1,1
A2012212004907,2012-09-14,09:00:00,6,6,30,3,1,2,2
A2012212004908,2012-09-15,17:45:00,6,6,30,3,1,1,1
A2012212004909,2012-09-17,06:40:00,4,6,30,6,1,1,1
A2012212004911,2012-09-18,07:45:00,3,6,30,3,1,1,1
A2012212004924,2012-09-18,14:20:00,3,3,30,3,1,1,2
A2012212004929,2012-09-19,09:16:00,5,3,60,8,1,1,2
A2012212004931,2012-09-15,13:20:00,3,6,30,3,1,1,1
A2012212004938,2012-09-18,10:55:00,3,2,30,3,1,2,2
A2012212004946,2012-09-13,12:50:00,3,1,30,1,1,1,1
A2012212004953,2012-09-17,22:50:00,6,6,30,3,4,2,2
A2012212004954,2012-09-19,17:38:00,1,3,70,0,1,1,1
A2012212004961,2012-09-18,17:30:00,6,6,30,3,1,1,1
A2012212004978,2012-09-21,12:10:00,3,3,50,1,1,2,2
A2012212004983,2012-09-12,16:55:00,3,1,40,1,1,1,2
A2012212004984,2012-09-19,20:12:00,3,3,50,6,4,1,1
A2012212004988,2012-09-21,18:24:00,1,3,70,0,1,2,2
A2012212004991,2012-09-18,19:10:00,6,6,30,3,7,1,1
A2012212004994,2012-09-21,13:50:00,3,1,30,1,1,2,2
A2012212004995,2012-09-19,13:00:00,3,6,30,3,1,1,1
A2012212005000,2012-09-20,07:02:00,3,2,30,3,1,2,2
A2012212005007,2012-09-21,16:30:00,6,6,30,8,1,2,2
A2012212005009,2012-09-21,16:35:00,3,1,30,1,1,2,2
A2012212005010,2012-09-21,12:20:00,3,3,50,1,1,2,2
A2012212005013,2012-09-23,22:00:00,3,6,30,3,4,5,2
A2012212005022,2012-09-24,09:35:00,6,6,30,8,1,5,2
A2012212005026,2012-09-18,13:00:00,6,6,30,8,1,1,1
A2012212005031,2012-09-18,13:40:00,6,6,30,1,1,1,1
A2012212005033,2012-09-25,22:22:00,4,6,30,6,4,2,2
A2012212005038,2012-09-21,15:50:00,6,6,30,8,1,1,1
A2012212005039,2012-09-21,17:00:00,3,6,30,3,1,2,2
A2012212005041,2012-09-22,11:49:00,6,6,30,0,1,1,1
A2012212005046,2012-09-21,18:14:00,3,6,30,3,1,1,2
A2012212005056,2012-09-24,12:13:00,6,2,30,6,1,2,2
A2012212005070,2012-09-25,13:25:00,5,1,30,1,1,2,2
A2012212005072,2012-09-26,12:00:00,4,6,60,3,1,1,2
A2012212005073,2012-09-22,14:30:00,6,6,30,8,1,1,1
A2012212005078,2012-09-24,19:10:00,3,6,30,3,1,1,2
A2012212005079,2012-09-22,09:40:00,5,6,60,8,1,1,2
A2012212005084,2012-09-24,08:50:00,3,6,40,0,1,1,2
A2012212005098,2012-09-25,10:15:00,6,6,30,0,1,2,2
A2012212005099,2012-09-26,15:10:00,3,6,30,3,1,1,2
A2012212005101,2012-09-25,17:45:00,4,1,30,1,1,2,2
A2012212005102,2012-09-28,11:30:00,3,6,40,3,1,1,1
A2012212005106,2012-09-29,23:11:00,3,1,30,1,4,1,1
A2012212005107,2012-09-18,09:00:00,4,6,30,3,1,1,1
A2012212005112,2012-09-23,19:20:00,3,6,30,3,4,2,2
A2012212005115,2012-09-27,18:25:00,3,6,30,3,1,1,1
A2012212005116,2012-09-29,22:28:00,3,6,30,0,4,1,1
A2012212005120,2012-09-23,17:50:00,4,6,30,3,1,2,2
A2012212005123,2012-09-27,20:45:00,5,3,40,3,4,1,2
A2012212005124,2012-09-28,20:57:00,6,6,30,3,4,1,2
A2012212005130,2012-09-25,11:45:00,3,3,70,0,1,1,1
A2012212005138,2012-09-20,07:50:00,3,6,40,0,1,1,2
A2012212005142,2012-09-27,17:25:00,3,6,30,0,1,1,1
A2012212005144,2012-09-20,20:20:00,3,6,30,3,4,1,1
A2012212005148,2012-09-21,13:30:00,3,3,30,1,1,1,2
A2012212005153,2012-09-26,15:20:00,3,6,30,8,1,1,1
A2012212005155,2012-09-27,17:15:00,6,6,30,3,1,2,2
A2012212005157,2012-09-28,18:45:00,3,6,30,0,1,1,1
A2012212005164,2012-09-26,11:50:00,4,6,30,8,1,2,2
A2012212005167,2012-09-26,08:35:00,3,6,30,3,1,1,2
A2012212005172,2012-09-28,15:15:00,6,6,30,3,1,1,1
A2012212005175,2012-10-02,00:40:00,5,6,30,0,4,1,1
A2012212005176,2012-10-01,19:40:00,6,6,30,3,4,1,2
A2012212005180,2012-09-27,17:50:00,3,3,50,0,1,1,1
A2012212005183,2012-09-30,21:10:00,3,3,60,5,4,2,2
A2012212005198,2012-10-02,15:00:00,3,6,30,8,1,2,2
A2012212005200,2012-09-29,10:30:00,3,1,30,1,1,1,1
A2012212005202,2012-09-30,12:30:00,3,6,30,0,1,4,1
A2012212005211,2012-09-29,18:30:00,6,6,30,3,1,1,1
A2012212005212,2012-09-28,13:10:00,3,1,30,1,1,1,2
A2012212005236,2012-10-02,17:25:00,5,6,30,6,1,1,2
A2012212005241,2012-10-01,17:00:00,6,6,30,3,1,1,2
A2012212005243,2012-10-01,17:38:00,3,3,60,6,1,1,1
A2012212005245,2012-10-04,19:00:00,3,6,30,0,4,1,1
A2012212005246,2012-10-04,05:35:00,6,6,30,3,4,2,2
A2012212005247,2012-09-21,12:00:00,3,6,30,3,1,1,2
A2012212005248,2012-09-29,17:40:00,4,6,30,3,1,1,1
A2012212005251,2012-09-25,17:48:00,3,6,30,0,4,2,2
A2012212005262,2012-10-05,04:08:00,5,6,50,0,6,2,2
A2012212005271,2012-09-25,13:30:00,3,6,30,3,1,2,2
A2012212005284,2012-10-04,14:50:00,4,6,30,8,1,1,1
A2012212005297,2012-10-04,06:36:00,3,3,60,0,6,1,1
A2012212005298,2012-10-02,09:00:00,6,6,30,3,1,1,1
A2012212005301,2012-09-28,16:45:00,3,6,30,3,1,1,1
A2012212005302,2012-10-07,00:50:00,4,6,30,3,4,1,1
A2012212005306,2012-10-06,16:55:00,6,6,30,3,1,1,1
A2012212005307,2012-09-29,21:05:00,5,1,30,1,4,1,1
A2012212005309,2012-10-06,12:05:00,3,6,40,3,1,1,1
A2012212005315,2012-10-07,13:00:00,5,6,30,6,1,1,1
A2012212005317,2012-10-06,19:35:00,3,6,30,8,6,1,1
A2012212005319,2012-09-29,13:20:00,1,3,70,0,1,1,1
A2012212005326,2012-09-29,11:30:00,1,3,70,0,1,1,2
A2012212005335,2012-10-03,09:30:00,4,6,30,6,1,1,1
A2012212005338,2012-10-03,07:20:00,3,1,30,1,1,1,2
A2012212005342,2012-05-09,16:15:00,6,6,30,3,1,1,2
A2012212005348,2012-10-02,11:45:00,5,6,60,8,1,1,1
A2012212005349,2012-10-04,09:23:00,3,6,60,6,1,1,1
A2012212005353,2012-10-04,07:00:00,5,6,30,0,7,1,1
A2012212005356,2012-10-05,16:15:00,3,1,30,1,1,1,1
A2012212005358,2012-10-05,13:40:00,3,3,50,1,1,1,1
A2012212005362,2012-10-09,05:25:00,3,6,30,0,4,1,1
A2012212005368,2012-10-06,14:32:00,1,3,70,0,1,1,1
A2012212005379,2012-10-09,20:00:00,3,7,50,3,4,1,1
A2012212005388,2012-10-08,12:30:00,3,6,60,6,1,1,1
A2012212005389,2012-10-08,19:08:00,3,6,30,8,4,1,2
A2012212005394,2012-10-12,18:40:00,3,1,30,1,7,1,1
A2012212005399,2012-10-08,16:05:00,3,6,30,8,1,1,1
A2012212005413,2012-10-07,22:00:00,4,6,30,3,4,1,1
A2012212005422,2012-10-12,08:58:00,4,6,60,6,1,1,1
A2012212005423,2012-10-08,18:45:00,3,6,30,3,4,1,1
A2012212005424,2012-10-11,22:15:00,3,6,30,6,4,2,2
A2012212005426,2012-10-11,16:50:00,3,3,30,6,1,1,1
A2012212005428,2012-10-12,17:50:00,3,6,40,1,1,1,1
A2012212005429,2012-10-10,17:20:00,3,1,40,1,1,1,1
A2012212005431,2012-10-12,17:00:00,3,3,30,1,1,1,1
A2012212005435,2012-10-09,21:55:00,3,6,30,3,4,1,1
A2012212005439,2012-10-09,15:15:00,3,3,30,3,1,1,1
A2012212005440,2012-10-14,15:14:00,1,3,70,0,1,1,1
A2012212005441,2012-10-13,14:45:00,5,6,60,8,1,2,2
A2012212005443,2012-10-10,11:54:00,3,1,30,1,1,1,1
A2012212005445,2012-10-13,12:54:00,6,6,30,6,1,1,1
A2012212005447,2012-10-11,13:00:00,6,3,30,6,1,2,2
