Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Car_Passenger
A201232L186812,1,1,1,1,12,3,0
A201232L187312,2,1,2,1,40,3,1
A201232L187812,2,1,1,1,44,2,0
A201232L190112,2,1,1,1,43,3,0
A201232L190212,2,1,1,1,25,3,0
A201232L190312,2,1,1,2,33,3,0
A201232L191712,1,1,1,2,41,3,0
A201232L192512,2,1,1,2,32,3,0
A201232L193012,2,1,1,1,58,3,0
A201232L193112,2,1,1,1,25,3,0
A201232L194412,2,1,1,1,53,3,0
A201232L195312,1,1,1,2,67,2,0
A201232L196012,2,1,1,2,53,3,0
A201232L197112,2,1,1,1,48,3,0
A201232L197212,2,1,2,2,39,3,1
A201232L198512,2,1,1,1,15,3,0
A201232L199812,1,1,2,1,61,3,1
A201232L200612,1,1,1,2,53,3,0
A201232L200612,2,2,1,1,39,3,0
A201232L201012,2,1,2,1,19,3,1
A201232L201212,2,1,1,1,17,3,0
A201232L201812,2,1,1,1,45,3,0
A201232L203212,2,1,1,2,65,3,0
A201232L203212,2,2,2,1,80,3,1
A201232L203912,1,1,1,1,49,3,0
A201232L203912,2,2,1,2,11,2,0
A201232L206112,1,1,1,1,37,3,0
A201232L206112,2,2,1,2,-1,3,0
A201232L206112,2,3,2,2,29,3,1
A201232L207012,1,1,1,2,26,3,0
A201232L207012,2,2,2,2,1,3,2
A201232L207012,2,3,2,2,16,3,1
A201232L212712,2,1,1,1,38,3,0
A201232L213512,2,1,1,1,42,3,0
A201232L213512,2,2,2,2,50,3,1
A201232L216112,1,1,1,1,43,3,0
A201232L216612,2,1,1,1,52,3,0
A201232L217712,2,1,1,1,19,3,0
A201232L220212,2,1,1,1,45,3,0
A201232L221012,2,1,1,1,36,3,0
A201232L221912,1,1,1,1,19,3,0
A201232L224412,1,1,2,1,27,3,1
A201232L224412,2,2,1,1,83,3,0
A201232L225912,2,1,1,2,22,3,0
A201232L227512,2,1,2,2,10,3,2
A201232L227712,2,1,1,1,29,3,0
A201232L227812,2,1,1,1,73,2,0
A201232L228712,2,1,2,1,2,3,2
A201232L228912,2,1,2,2,56,3,1
A201232L233512,1,1,1,1,41,3,0
A201232L233512,1,2,2,1,17,3,1
A201232L233612,2,1,1,1,22,3,0
A201232L236612,2,1,1,2,39,3,0
A201232L242112,1,1,1,2,45,2,0
A201232L242112,1,3,2,1,4,3,2
A201232L242112,2,2,1,2,73,3,0
A201232L242312,2,1,1,1,49,3,0
A201232L243612,2,1,1,2,19,3,0
A201232L244012,1,1,2,1,22,3,1
A201232L244012,2,2,1,1,17,3,0
A201232L244012,2,3,2,2,16,3,1
A201232L244112,2,1,1,1,24,3,0
A201232L244112,2,2,2,2,22,3,1
A201232L244112,2,3,2,1,19,3,2
A201232L244112,2,4,2,2,17,3,2
A201232L244412,2,1,1,1,25,3,0
A201232L245912,2,1,1,1,45,2,0
A201232L249412,1,1,1,2,19,3,0
A201232L249412,1,2,2,1,19,3,1
A201232L250012,1,1,1,1,59,3,0
A201232L250012,2,2,1,1,72,3,0
A201232L250512,2,1,1,1,66,3,0
A201232L250812,2,1,1,2,17,3,0
A201232L252612,2,1,1,1,41,2,0
A201232L252812,1,1,1,2,29,3,0
A201232L253312,2,1,1,2,25,3,0
A201232L253412,1,1,1,1,17,3,0
A201232L254912,2,1,1,1,56,3,0
A201232L256012,2,1,2,2,21,3,1
A201232L256912,1,1,1,1,17,2,0
A201232L258112,1,1,1,1,49,3,0
A201232L258112,2,2,2,1,20,3,1
A201232L258112,2,3,2,1,20,3,2
A201232L258112,2,4,1,2,23,3,0
A201232L259012,1,1,1,1,49,2,0
A201232L259012,2,2,1,1,68,3,0
A201232L259012,2,3,2,2,63,3,1
A201232L259312,1,1,1,1,16,2,0
A201232L261112,1,1,1,2,22,3,0
A201232L261512,1,1,1,2,22,3,0
A201232L262512,1,1,1,1,25,3,0
A201232L263612,1,1,1,1,-1,3,0
A201232L266112,1,1,1,1,26,3,0
A201232L268512,2,1,1,2,84,3,0
A201232L269112,2,1,1,2,36,3,0
A201232L269212,2,1,1,2,76,3,0
A201232L272512,1,1,2,2,70,3,1
A201232L273212,2,1,1,1,73,3,0
A201232L275912,2,1,1,1,16,3,0
A201232L276012,2,1,1,1,54,3,0
A201232L277312,1,1,1,1,16,3,0
A201232L279112,2,1,1,1,21,3,0
A201232L281612,1,1,2,2,49,3,1
A201232L281712,2,1,1,2,69,3,0
A201232L281912,2,1,1,2,34,3,0
A201232L282012,1,1,1,2,25,3,0
A201232L282012,2,2,1,2,47,3,0
A201232L282812,1,1,1,1,39,3,0
A201232L282812,2,2,1,1,49,3,0
A201232L286012,2,1,1,2,54,3,0
A201232L286112,1,1,1,1,62,3,0
A201232L286112,1,2,2,1,65,3,1
A201232L288112,2,1,1,1,46,3,0
A201232L289212,1,1,1,2,18,3,0
A201232L289312,2,1,1,1,17,3,0
A201232L289912,2,1,1,1,16,3,0
A201232L290712,2,1,1,2,26,3,0
A201232L291012,2,1,1,1,51,3,0
A201232L291112,2,1,1,1,90,3,0
A201232L291312,2,1,1,1,45,3,0
A201232L291912,2,1,1,2,57,3,0
A201232L292412,2,1,1,1,14,3,0
A201232L293012,1,1,1,2,22,3,0
A201232L293112,2,1,1,1,58,3,0
A201232L293812,2,1,1,2,21,3,0
A201232L294512,2,1,1,2,18,3,0
A201232L295112,1,1,2,2,82,3,1
A201232L295112,2,2,1,1,64,3,0
A201232L295112,2,3,2,1,1,3,1
A201232L296112,1,1,1,2,18,3,0
A201232L296112,1,2,2,2,18,3,1
A201232L297512,1,1,1,2,30,3,0
A201232L302312,1,1,1,1,28,3,0
A201232L302412,1,1,1,2,25,3,0
A201232L302412,2,2,1,1,50,3,0
A201232L302412,2,3,2,2,49,3,1
A201232L302512,2,1,1,2,24,3,0
A201232L303812,1,1,1,2,56,3,0
A201232L303812,2,2,1,1,34,3,0
A201232L305612,1,2,1,1,-1,3,0
A201232L305612,2,1,1,1,-1,2,0
A201232L306512,1,1,1,2,53,3,0
A201232L306912,1,1,1,1,27,2,0
A201232L307712,1,1,1,1,65,3,0
A201232L307712,1,2,2,2,64,3,1
A201232L307712,2,3,1,2,41,3,0
A201232L308712,1,1,1,1,45,3,0
A201232L309412,2,1,1,2,20,3,0
A201232L310812,2,1,1,2,29,3,0
A201232L310812,2,2,2,1,32,3,1
A201232L311412,2,1,1,1,36,3,0
A201232L312412,1,1,1,1,39,3,0
A201232L312412,2,2,2,2,21,3,1
A201232L315912,2,1,1,1,30,2,0
A201232L316212,1,1,1,1,57,3,0
A201232L317512,1,1,1,1,24,1,0
A201232L317812,2,1,1,1,26,3,0
A201232L318212,1,1,1,2,35,3,0
A201232L318212,1,2,2,1,14,3,2
A201232L318512,2,1,1,1,64,3,0
A201232L319012,2,1,1,1,14,3,0
A201232L319712,1,1,1,2,39,3,0
A201232L320112,2,1,1,1,16,3,0
A201232L321312,1,1,2,2,11,3,2
A201232L327412,2,1,1,2,61,2,0
A201232L327612,1,1,1,2,24,3,0
A201232L327612,2,2,1,1,38,3,0
A201232L328512,2,1,1,1,18,3,0
A201232L329612,1,1,1,2,45,3,0
A201232L329812,1,1,1,2,51,3,0
A201232L332512,2,1,1,2,59,2,0
A201232L332912,2,1,1,1,16,3,0
A201232L337612,1,1,1,1,15,3,0
A201232L339612,1,1,1,1,65,3,0
A201232L339612,2,2,1,2,58,3,0
A201232L342312,2,1,1,1,22,3,0
A201232L343312,2,1,1,2,19,3,0
A201232L343412,2,1,1,2,23,3,0
A201232L344912,1,1,1,2,42,3,0
A201232L344912,1,2,2,2,62,3,1
A201232L345312,1,1,1,1,57,3,0
A201232L345912,2,1,1,1,44,3,0
A201232L347012,1,1,1,1,20,3,0
A201232L349412,2,1,1,2,20,3,0
A201232L357612,2,1,1,1,50,3,0
A201232L357812,1,1,1,1,17,3,0
A201232L358312,1,1,1,2,20,3,0
A201232L358312,2,2,1,2,48,3,0
A201232L358312,2,3,2,2,22,3,1
A201232L359112,2,1,1,2,59,3,0
A201232L361812,2,1,2,1,50,3,1
A201232L361812,2,2,2,1,41,3,2
A201232L361912,1,1,3,1,23,3,0
A201232L362012,1,1,1,1,35,3,0
A201232L363612,2,1,1,1,20,2,0
A201232L364012,1,1,1,2,51,3,0
A201232L364012,2,2,1,2,19,3,0
A201232L366912,2,1,2,2,17,3,2
A201232L366912,2,2,2,1,15,3,2
A201232L369712,1,1,1,2,52,3,0
A201232L369712,2,2,1,1,37,3,0
A201232L370412,1,1,1,2,20,3,0
A201232L370412,2,2,1,1,51,3,0
A201232L373812,2,1,1,1,44,3,0
A201232L373912,1,1,1,1,18,3,0
A201232L373912,2,2,1,2,24,3,0
A201232L380312,1,1,1,1,43,3,0
A201232L382112,2,1,1,1,18,3,0
A201232L382812,1,1,1,2,69,3,0
A201232L382812,2,2,2,2,56,3,1
A201232L383212,1,1,1,1,48,2,0
A201232L383212,2,2,1,1,62,2,0
A201232L387712,2,1,1,1,64,3,0
A201232L389212,2,1,1,1,42,2,0
A201232L391612,1,1,1,2,54,3,0
A201232L391612,2,2,1,1,22,3,0
A201232L392012,1,2,2,1,36,3,1
A201232L392012,2,1,1,1,47,3,0
A201232L393412,2,1,1,1,46,3,0
A201232L394112,2,1,1,1,65,2,0
A201232L394312,2,1,1,1,52,3,0
A201232L394812,1,1,1,1,45,3,0
A201232L396512,1,2,2,2,18,3,1
A201232L396512,2,1,1,1,20,3,0
A201232L396612,1,2,2,2,13,3,2
A201232L396612,2,1,2,2,67,3,2
A201232L398512,1,1,1,2,33,3,0
A201232L400612,2,1,1,1,40,3,0
A201232L400812,2,1,1,2,33,3,0
A201232L400812,2,2,2,2,36,3,1
A201232L402312,2,1,1,2,45,3,0
A201232L403112,2,1,1,2,49,3,0
A201232L404812,2,1,1,2,17,3,0
A201232L411912,2,1,2,2,70,3,1
A201232L413212,2,1,1,2,33,3,0
A201232L415212,2,1,1,1,23,3,0
A201232N000712,1,1,1,1,45,3,0
A201232N004612,1,2,2,2,35,3,1
A201232N004612,2,1,1,1,75,3,0
A201232N005212,1,2,1,2,46,2,0
A201232N005212,2,1,1,2,44,1,0
A201232N005412,1,1,1,1,18,3,0
A201232N008512,2,1,1,1,35,3,0
A201232N008812,1,1,1,2,61,3,0
A201232N008812,2,2,1,1,62,3,0
A201232N009012,2,1,1,2,50,3,0
A201232N009012,2,2,2,2,23,3,1
A201232N009312,2,1,1,1,56,2,0
A201232N011312,1,1,1,2,21,3,0
A201232N011312,2,2,1,2,19,3,0
A201232N012412,2,1,1,2,20,3,0
A201232N014112,1,1,1,2,25,3,0
A201232N014512,2,1,1,1,17,3,0
A201232N014812,2,1,1,1,53,3,0
A201232N014812,2,2,2,1,27,3,1
A201232N015812,2,1,1,1,58,3,0
A201232N017312,2,1,2,2,8,3,2
A201232N018812,1,1,1,1,28,3,0
A201232N018912,2,1,1,1,17,2,0
A201232N019612,1,1,1,1,18,3,0
A201232N020712,1,1,1,2,21,3,0
A201232N021212,1,1,1,2,26,3,0
A201232N023212,2,1,1,1,47,2,0
A201232N023212,2,2,2,1,43,2,1
A201232N023412,1,1,1,1,21,3,0
A201232N024212,2,1,1,2,34,3,0
A201232N025112,1,1,1,1,24,2,0
A201232N026212,1,1,1,2,56,3,0
A201232N026212,2,2,1,1,20,3,0
A201232N027112,2,1,1,1,14,3,0
A201232N029612,1,1,1,1,76,3,0
A201232N029812,1,1,1,1,14,3,0
A201232N033812,2,1,1,1,27,3,0
A201232N035912,1,1,1,2,42,3,0
A201232N036612,1,1,1,2,20,3,0
A201232N036712,1,1,1,2,65,3,0
A201232N037212,2,1,1,1,44,2,0
A201232N038912,2,1,1,1,27,3,0
A201232N039012,2,1,1,1,17,3,0
A201232N047012,1,1,1,1,44,3,0
A201232N048012,1,1,1,1,23,3,0
A201232N049812,1,1,1,1,72,3,0
A201232N053712,1,1,2,2,22,3,1
A201232N054512,1,1,1,2,24,3,0
A201232N054512,1,3,2,2,22,3,1
A201232N054512,1,4,2,2,78,3,2
A201232N054512,2,2,1,1,57,3,0
A201232N054512,2,5,2,2,58,3,1
A201232N054512,2,6,2,2,38,3,2
A201232N056212,1,1,1,1,26,3,0
A201232N056212,2,2,1,2,48,3,0
A201232N058912,1,1,2,2,48,3,1
A201232N058912,2,2,2,2,56,3,1
A201232N060612,2,1,1,1,55,3,0
A201232N062112,2,1,1,1,45,3,0
A201232N062612,1,1,1,1,37,3,0
A201232N062612,1,2,2,2,55,3,1
A201232N062912,1,1,2,2,45,3,1
A201232N063912,1,1,1,1,46,2,0
A201232N063912,2,2,1,2,42,2,0
A201232N065112,2,1,1,2,46,3,0
A201232N066512,1,1,1,1,49,2,0
A201232N066512,2,2,1,2,35,3,0
A201232N066512,2,3,2,1,3,3,2
A201232N067212,1,1,1,1,53,3,0
A201232N069512,1,1,1,1,30,3,0
A201232N069512,2,2,1,1,39,3,0
A201232N070212,1,1,1,1,24,3,0
A201232N070212,1,2,2,2,20,3,1
A201232N070212,1,3,2,1,0,3,2
A201232N070312,1,1,1,1,64,3,0
A201232N070412,2,1,1,2,17,3,0
A201232N070412,2,2,2,1,40,3,1
A201232N071612,1,1,1,1,17,3,0
A201232N072712,1,2,2,2,22,3,2
A201232N072712,2,1,1,1,33,3,0
A201232N072812,1,1,1,2,43,3,0
A201232N073412,1,1,1,1,26,3,0
A201232N073412,2,2,1,1,51,3,0
A201232N077312,2,1,1,1,36,3,0
A201232N077712,2,1,1,2,12,2,0
A201232N077912,1,1,1,1,26,3,0
A201232N078812,1,1,1,1,39,3,0
A201232N078812,2,2,2,1,61,3,1
A201232N080212,1,4,2,1,19,3,1
A201232N080212,1,5,2,1,45,3,2
A201232N080212,2,1,1,2,31,3,0
A201232N080212,2,2,2,1,34,3,1
A201232N080212,2,3,2,2,4,3,2
A201232N080512,1,2,1,1,41,3,0
A201232N080512,2,1,1,1,69,3,0
A201232N083012,1,1,1,2,23,3,0
A201232N083012,2,2,1,2,34,3,0
A201232N083912,1,2,1,2,50,3,0
A201232N083912,2,1,1,2,43,3,0
A201232N084612,1,1,1,1,32,3,0
A201232N085112,1,1,1,1,16,3,0
A201232N085112,2,2,1,2,43,3,0
A201232N085612,1,1,1,2,59,3,0
A201232N087512,2,1,1,1,25,3,0
A201232N088312,2,1,1,1,45,3,0
A201232N090212,2,1,1,1,46,3,0
A201232N090612,2,1,1,1,27,3,0
A201232N092412,2,1,1,1,70,3,0
A201232N093012,2,1,1,2,47,3,0
A201232N093012,2,2,2,2,41,3,1
A201232N096612,1,1,2,2,66,3,1
A201232N096712,2,1,1,2,55,2,0
A201232N097412,1,1,1,1,94,3,0
A201232N097412,2,2,1,2,82,3,0
A201232N100812,1,1,1,2,18,3,0
A201232N101212,1,1,1,2,17,3,0
A201232N101212,1,2,2,1,15,3,1
A201232N102112,2,1,1,2,36,3,0
A201232N103112,2,1,1,2,27,3,0
A201232N103112,2,2,2,2,0,3,1
A201232N103212,2,1,1,1,60,3,0
A201232N103312,1,1,1,2,68,3,0
A201232N103412,1,1,1,1,61,2,0
A201232N103412,2,2,1,2,22,2,0
A201232N105612,2,1,1,2,18,3,0
A201232N107612,1,1,1,1,38,3,0
A201232N107612,2,2,1,2,34,3,0
A201232N107612,2,3,2,2,39,3,2
A201232N108112,1,1,1,2,52,3,0
A201232N110212,1,1,1,2,71,3,0
A201232N110212,2,2,1,1,32,3,0
A201232N110612,1,1,1,1,73,1,0
A201232N110612,1,2,2,1,45,2,1
A201232N110612,1,3,2,1,21,3,2
A201232N110612,1,4,2,2,20,3,2
A201232N110712,1,1,3,1,25,3,0
A201232N112412,2,1,1,1,50,2,0
A201232N113212,1,1,2,2,38,3,1
A201232N113212,1,2,2,1,17,3,2
A201232N113212,2,3,2,2,46,3,1
A201232N113212,2,4,1,2,41,3,0
A201232N114712,1,1,1,2,24,3,0
A201232N115512,2,1,1,1,41,3,0
A201232N116012,1,1,2,2,50,3,1
A201232N116712,2,1,2,1,8,3,1
A201232N116912,2,1,1,1,62,3,0
A201232N117412,1,1,1,1,48,3,0
A201232N118512,2,1,1,2,71,3,0
A201232N119412,1,1,1,1,24,3,0
A201232N120012,2,1,1,2,17,3,0
A201232N120012,2,2,2,2,19,3,1
A201232N121412,1,1,1,1,20,3,0
A201232N122312,2,1,1,1,32,2,0
A201232N122312,2,2,2,1,24,3,1
A201232N124912,2,1,1,1,37,3,0
A201232N126312,1,1,1,2,44,3,0
A201232N126312,2,2,1,1,38,2,0
A201232N126512,2,1,1,2,26,3,0
A201232N127512,2,1,2,2,44,3,1
A201232N128612,1,1,1,1,24,3,0
A201232N128612,2,2,1,1,52,3,0
A201232N129112,2,1,1,1,46,3,0
A201232N130612,2,1,1,1,43,3,0
A201232N130812,1,1,1,1,34,3,0
A201232N132312,1,1,1,2,57,3,0
A201232N134912,2,1,1,2,44,3,0
A201232N138312,2,1,1,2,30,3,0
A201232N138312,2,2,2,1,4,3,2
A201232N139212,2,1,1,1,58,3,0
A201232N139812,1,1,1,1,22,3,0
A201232N140712,1,1,1,2,18,3,0
A201232N140712,2,2,1,1,50,3,0
A201232N141512,1,1,1,1,17,3,0
A201232N143512,2,1,1,1,48,3,0
A201232N143512,2,2,2,2,45,3,2
A201232N143512,2,3,2,1,10,3,2
A201232N143512,2,4,2,2,10,3,1
A201232N146012,1,1,1,2,76,3,0
A201232N147412,1,1,1,2,40,3,0
A201232N147412,2,2,2,2,47,3,1
A201232N147412,2,3,2,1,23,3,2
A201232N148112,1,1,1,2,18,3,0
A201232N149012,1,1,1,1,21,3,0
A201232N151912,1,1,1,1,82,1,0
A201232N151912,2,2,2,1,40,2,1
A201232N151912,2,3,1,1,69,3,0
A201232N154212,1,1,2,2,19,3,1
A201232N154612,1,1,1,1,43,3,0
A201232N155112,2,1,2,1,73,3,1
A201232N159512,2,1,1,1,18,2,0
A201232N160312,2,1,1,2,42,3,0
A201232N160812,1,1,2,2,59,3,1
A201232N162312,1,1,1,2,52,3,0
A201232N163212,2,1,1,2,22,3,0
A201232N163312,1,2,2,1,24,3,1
A201232N163312,1,3,2,1,26,3,2
A201232N163312,1,4,2,1,21,3,2
A201232N163312,2,1,1,1,51,3,0
A201232N166312,1,2,2,2,51,3,1
A201232N166312,2,1,1,2,21,3,0
A201232N167912,2,1,1,2,57,3,0
A201232N169912,1,1,1,2,21,3,0
A201232N169912,2,2,1,1,48,3,0
A201232N169912,2,3,2,2,44,3,1
A201232N169912,2,4,2,1,12,3,2
A201232N170512,1,1,1,2,45,3,0
A201232N175812,1,1,1,2,60,3,0
A201232N175812,2,2,1,2,52,3,0
A201232N176712,2,1,1,2,36,3,0
A201232N177512,1,1,2,2,5,3,2
A201232N177512,2,2,2,1,20,3,1
A201232N177912,1,1,1,2,45,3,0
A201232N177912,2,2,1,1,50,3,0
A201232N178012,1,1,1,2,20,3,0
A201232N180212,1,1,1,2,43,3,0
A201232N181212,1,1,1,1,27,3,0
A201232N181912,2,1,1,1,67,3,0
A201232N183812,2,1,1,1,52,3,0
A201232N184212,1,1,1,1,29,3,0
A201232N184212,2,2,1,1,26,3,0
A201232N184412,2,1,2,2,10,3,1
A201232N184912,2,1,1,1,32,3,0
A201232N185312,1,1,1,1,27,2,0
A201232N187612,2,1,1,1,42,3,0
A201232N187612,2,2,2,2,18,3,2
A201232N188112,2,1,1,2,31,3,0
A201232N189212,1,1,1,1,43,3,0
A201232N189212,2,2,1,1,18,3,0
A201232N191012,1,1,1,2,23,3,0
A201232N191012,1,2,2,2,20,3,1
A201232N191312,1,1,1,1,25,3,0
A201232N191312,1,2,2,2,25,3,1
A201232N191912,2,1,1,1,49,3,0
A201232N191912,2,2,2,1,16,3,1
A201232N192612,1,1,2,2,76,3,1
A201232N192612,2,2,2,2,-1,3,1
A201232N193312,1,1,1,1,45,3,0
A201232N193312,1,3,2,1,15,3,1
A201232N193312,2,2,1,2,39,3,0
A201232N194012,2,1,1,1,63,3,0
A201232N195112,2,1,1,1,27,3,0
A201232N197912,1,1,1,1,24,3,0
A201232N197912,2,2,1,1,36,3,0
A201232N197912,2,3,2,2,11,3,1
A201232N197912,2,4,2,2,12,3,2
A201232N198412,2,1,1,2,39,3,0
A201232N198412,2,2,2,1,8,3,2
A201232N201312,2,1,1,2,44,3,0
A201232N201612,2,1,1,1,17,3,0
A201232N201712,1,1,1,2,23,2,0
A201232N201712,2,2,1,1,25,3,0
A201232N202212,2,1,1,1,23,2,0
A201232N203512,2,1,1,2,19,3,0
A201232N203612,2,1,1,1,47,3,0
A201232N204012,1,1,1,1,16,2,0
A201232N204412,1,1,1,1,82,3,0
A201232N205012,1,1,1,1,31,3,0
A201232N205612,2,1,1,1,47,3,0
A201232N205712,2,1,2,2,36,3,1
A201232N205912,1,1,1,1,84,3,0
A201232N206012,1,1,1,1,16,1,0
A201232N207412,2,1,1,1,26,2,0
A201232N207512,1,1,1,1,80,3,0
A201232N208412,2,1,1,2,41,3,0
A201232N210812,2,1,1,2,17,3,0
A201232N211512,1,1,1,2,43,2,0
A201232N211512,1,2,2,1,13,3,2
A201232N213412,2,1,1,2,21,3,0
A201232N213712,1,2,2,1,27,3,1
A201232N213712,2,1,1,1,41,3,0
A201232N213712,2,3,2,1,61,3,1
A201232N214212,1,1,1,2,34,3,0
A201232N214212,2,2,1,2,35,3,0
A201232N214212,2,3,2,1,40,3,1
A201232N214212,2,4,2,2,13,3,2
A201232N214212,2,5,2,2,12,3,2
A201232N214212,2,6,2,2,9,3,2
A201232N214512,2,1,1,2,33,3,0
A201232N214712,2,1,1,1,40,3,0
A201232N215912,2,1,1,2,52,3,0
A201232N216812,1,1,1,2,25,3,0
A201232N216812,2,2,2,2,7,3,2
A201232N216812,2,3,2,1,7,3,2
A201232N217612,2,1,1,1,50,3,0
A201232N217912,2,1,1,2,57,3,0
A201232N218412,2,1,1,2,26,3,0
A201232N220012,1,1,2,2,80,3,1
A201232N220012,2,2,2,1,6,3,1
A201232N220612,1,1,1,2,29,2,0
A201232N220612,2,2,1,1,37,3,0
A201232N220912,1,1,1,2,58,3,0
A201232N220912,2,2,1,2,35,3,0
A201232N221512,1,1,2,2,19,3,1
A201232N222312,1,1,1,1,33,3,0
A201232N224812,1,1,1,2,52,3,0
A201232N224812,2,2,1,1,55,3,0
A201232N226012,1,1,1,2,23,3,0
A201232N226012,1,3,2,1,45,3,1
A201232N226012,2,2,1,1,29,3,0
A201232N226712,1,1,1,1,49,3,0
A201232N228212,2,1,1,1,34,3,0
A201232N228212,2,2,2,1,44,3,1
A201232N229212,1,1,1,1,26,3,0
A201232N229212,2,2,1,1,50,3,0
A201232N231112,2,1,1,1,54,3,0
A201232N231612,1,1,1,1,18,3,0
A201232N232412,1,1,1,2,20,3,0
A201232N232412,2,2,2,2,35,3,1
A201232N234212,2,1,2,1,20,3,1
A201232N235512,2,1,1,1,18,2,0
A201232N235612,2,1,2,2,50,3,1
A201232N235612,2,2,2,1,15,3,2
A201232N237012,2,1,1,2,24,3,0
A201232N237912,2,1,2,2,-1,3,2
A201232N238912,1,1,1,1,24,3,0
A201232N238912,2,2,1,1,21,3,0
A201232N239112,1,1,1,1,50,3,0
A201232N239612,2,1,1,1,40,3,0
A201232N240412,1,1,2,2,24,3,1
A201232N242512,1,1,1,1,20,2,0
A201232N242612,1,1,1,1,21,3,0
A201232N242812,1,1,1,1,39,3,0
A201232N243412,2,1,1,1,19,3,0
A201232N244612,2,1,1,1,46,3,0
A201232N244712,2,1,1,1,23,3,0
A201232N245012,2,1,2,2,68,2,1
A201232N245312,2,1,1,2,61,3,0
A201232N246312,2,1,1,1,62,3,0
A201232N247712,1,1,1,2,56,3,0
A201232N247712,1,2,2,2,14,3,2
A201232N247812,1,1,1,1,20,2,0
A201232N247912,1,1,1,1,59,3,0
A201232N248512,1,1,1,1,27,3,0
A201232N248712,2,1,1,1,43,3,0
A201232N250212,1,1,1,1,18,3,0
A201232N250212,2,2,1,1,67,3,0
A201232N254012,1,1,1,1,43,3,0
A201232N254012,2,2,1,2,33,2,0
A201232N254312,1,1,1,2,25,3,0
A201232N254312,1,2,2,2,21,3,1
A201232N254412,1,1,2,2,60,3,1
A201232N254612,1,2,2,2,93,3,1
A201232N254612,2,1,1,1,93,3,0
A201232N254712,2,1,1,2,39,3,0
A201232N254712,2,2,2,2,12,3,2
A201232N254812,2,1,1,2,52,3,0
A201232N257612,1,1,1,1,25,3,0
A201232N259212,2,1,1,1,18,3,0
A201232N261412,1,1,1,1,30,2,0
A201232N262012,1,1,1,2,62,3,0
A201232N262012,2,2,1,1,62,3,0
A201232N263412,2,1,2,2,82,3,1
A201232N263712,2,1,1,2,60,3,0
A201232N266512,2,1,1,2,81,3,0
A201232N266912,1,2,1,2,30,3,0
A201232N266912,2,1,1,1,37,2,0
A201232N268212,2,1,1,1,55,3,0
A201232N268912,2,1,1,2,26,3,0
A201232N269312,1,1,1,1,20,3,0
A201232N269412,1,1,1,1,52,3,0
A201232N269712,2,1,1,2,79,3,0
A201232N269712,2,2,2,2,74,3,1
A201232N272712,1,4,2,1,25,3,1
A201232N272712,2,1,1,1,52,3,0
A201232N272712,2,2,2,1,50,3,1
A201232N272712,2,3,2,2,79,3,2
A201232N275712,1,1,1,1,27,3,0
A201232N275712,2,2,1,1,68,3,0
A201232N276312,2,1,1,2,56,3,0
A201232N277912,1,1,2,2,18,3,1
A201232N277912,1,2,1,1,18,3,0
A201232N278312,1,1,1,1,80,2,0
A201232N278312,2,2,1,2,48,3,0
A201232N278312,2,3,2,2,17,2,2
A201232N278312,2,4,2,1,21,3,1
A201232N278312,2,5,2,1,19,3,2
A201232N278712,2,1,1,1,35,3,0
A201232N279412,2,1,1,2,29,3,0
A201232N279612,1,1,1,2,20,3,0
A201232N280412,2,1,1,2,29,3,0
A201232N281812,1,1,1,2,22,3,0
A201232N282212,1,1,1,1,18,3,0
A201232N283012,1,2,2,2,17,3,1
A201232N283012,1,3,2,2,16,3,2
A201232N283012,2,1,1,1,59,3,0
A201232N283612,1,1,1,2,21,2,0
A201232N283612,2,2,1,2,51,3,0
A201232N285812,1,1,1,2,32,3,0
A201232N286712,1,1,1,1,29,3,0
A201232N287312,2,1,3,2,66,3,0
A201232N287312,2,2,3,1,59,3,0
A201232N289112,1,1,1,1,14,3,0
A201232N289412,1,1,2,2,27,3,2
A201232N289712,1,1,1,2,42,3,0
A201232N289712,2,2,1,2,46,3,0
A201232N292812,2,1,1,2,29,3,0
A201232N294212,2,1,1,1,11,3,0
A201232N294812,2,1,1,2,43,3,0
A201232N297012,1,1,2,1,65,3,1
A201232N300412,2,1,1,2,51,3,0
A201232N300812,2,1,1,1,10,3,0
A201232N301912,2,1,1,1,27,3,0
A201232N301912,2,2,2,1,26,3,1
A201232N302612,2,1,2,1,27,3,1
A201232N303112,2,1,1,1,37,2,0
A201232N304012,1,1,1,2,26,3,0
A201232N304512,1,1,1,2,62,3,0
A201232N305812,2,1,1,1,14,3,0
A201232N305912,2,1,1,2,58,3,0
A201232N306012,2,1,1,2,64,3,0
A201232N306112,2,1,1,2,36,3,0
A201232N306112,2,2,2,1,30,3,1
A201232N306112,2,3,2,2,13,3,2
A201232N306212,2,1,1,1,17,3,0
A201232N307212,1,1,1,2,64,3,0
A201232N309212,1,1,1,1,17,3,0
A201232N309312,2,1,1,1,58,3,0
A201232N310612,1,1,1,2,19,2,0
A201232N310612,1,3,2,2,25,2,1
A201232N310612,2,2,1,1,39,2,0
A201232N310612,2,4,2,2,40,2,1
A201232N312512,2,1,1,1,26,3,0
A201232N318712,2,1,2,2,21,3,1
A201232N321612,2,1,1,2,56,3,0
A201232N328712,1,1,1,2,54,3,0
A201232N330512,1,1,1,1,92,3,0
